VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL
10,123,7.84,84.17,5.864,-3.194,2.1,Jib
10,122,7.95,82.98,5.902,-3.128,2.2,Jib
10,121,8.06,81.82,5.938,-3.058,2.3,Jib
10,120,8.17,80.68,5.973,-2.986,2.3,Jib
10,119,8.27,79.58,6.007,-2.912,2.4,Jib
10,118,8.38,78.49,6.039,-2.835,2.5,Jib
10,117,8.49,77.43,6.07,-2.756,2.5,Jib
10,116,8.6,76.4,6.1,-2.674,2.6,Jib
10,115,8.71,75.38,6.129,-2.59,2.7,Jib
10,114,8.82,74.39,6.157,-2.504,2.8,Jib
10,113,8.94,73.41,6.184,-2.416,2.9,Jib
10,112,9.05,72.45,6.21,-2.326,3,Jib
10,111,9.16,71.51,6.235,-2.234,3,Jib
10,110,9.27,70.58,6.259,-2.141,3.1,Jib
10,109,9.38,69.67,6.283,-2.045,3.2,Jib
10,108,9.49,68.78,6.305,-1.948,3.3,Jib
10,107,9.6,67.9,6.327,-1.85,3.4,Jib
10,106,9.71,67.03,6.348,-1.75,3.5,Jib
10,105,9.82,66.17,6.368,-1.648,3.6,Jib
10,104,9.93,65.33,6.387,-1.545,3.7,Jib
10,103,10.04,64.5,6.406,-1.441,3.9,Jib
10,102,10.15,63.68,6.424,-1.335,4,Jib
10,101,10.25,62.87,6.441,-1.229,4.1,Jib
10,100,10.36,62.08,6.457,-1.121,4.2,Jib
10,99,10.47,61.29,6.473,-1.012,4.4,Jib
10,98,10.57,60.51,6.487,-0.903,4.5,Jib
10,97,10.68,59.74,6.501,-0.792,4.7,Jib
10,96,10.78,58.98,6.514,-0.681,4.9,Jib
10,95,10.89,58.23,6.526,-0.569,5,Jib
10,94,10.99,57.46,6.544,-0.456,5.3,Jib
10,93,11.09,56.72,6.552,-0.343,5.5,Jib
10,92,11.19,56,6.56,-0.229,5.9,Jib
10,91,11.29,55.27,6.566,-0.115,6.4,Jib
10,90,11.38,54.54,6.572,0,6.9,Jib
10,89,11.48,53.82,6.576,0.115,7.4,Jib
10,88,11.57,53.1,6.579,0.23,8,Jib
10,87,11.66,52.39,6.581,0.344,8.5,Jib
10,86,11.75,51.69,6.582,0.459,9,Jib
10,85,11.84,50.98,6.582,0.574,9.5,Jib
10,84,11.93,50.29,6.58,0.688,10,Jib
10,83,12.01,49.59,6.578,0.802,10.5,Jib
10,82,12.09,48.9,6.574,0.915,11,Jib
10,81,12.17,48.22,6.57,1.028,11.5,Jib
10,80,12.25,47.54,6.564,1.14,12,Jib
10,79,12.33,46.86,6.558,1.251,12.4,Jib
10,78,12.41,46.19,6.55,1.362,12.9,Jib
10,77,12.48,45.53,6.541,1.472,13.3,Jib
10,76,12.55,44.86,6.531,1.58,13.7,Jib
10,75,12.63,44.21,6.521,1.688,14.1,Jib
10,74,12.69,43.56,6.509,1.794,14.5,Jib
10,73,12.76,42.91,6.496,1.899,14.9,Jib
10,72,12.83,42.27,6.482,2.003,15.2,Jib
10,71,12.89,41.63,6.466,2.105,15.6,Jib
10,70,12.95,41,6.45,2.206,15.9,Jib
10,69,13.01,40.38,6.433,2.305,16.2,Jib
10,68,13.07,39.76,6.415,2.403,16.5,Jib
10,67,13.13,39.15,6.395,2.499,16.8,Jib
10,66,13.18,38.54,6.375,2.593,17,Jib
10,65,13.23,37.94,6.353,2.685,17.2,Jib
10,64,13.28,37.34,6.33,2.775,17.5,Jib
10,63,13.33,36.76,6.306,2.863,17.6,Jib
10,62,13.38,36.23,6.28,2.948,17.5,Jib
10,61,13.42,35.7,6.254,3.032,17.3,Jib
10,60,13.47,35.18,6.226,3.113,17.2,Jib
10,59,13.51,34.66,6.197,3.191,17,Jib
10,58,13.55,34.14,6.166,3.267,16.8,Jib
10,57,13.59,33.63,6.133,3.34,16.6,Jib
10,56,13.62,33.13,6.099,3.41,16.4,Jib
10,55,13.65,32.62,6.062,3.477,16.1,Jib
10,54,13.68,32.13,6.023,3.54,15.9,Jib
10,53,13.7,31.64,5.981,3.599,15.6,Jib
10,52,13.72,31.15,5.935,3.654,15.3,Jib
10,51,13.74,30.68,5.886,3.704,15,Jib
10,50,13.75,30.21,5.831,3.748,14.7,Jib
10,49,13.75,29.76,5.77,3.786,14.3,Jib
10,48,13.74,29.32,5.702,3.816,13.9,Jib
10,47,13.73,28.89,5.626,3.837,13.4,Jib
10,46,13.71,28.48,5.54,3.848,12.9,Jib
10,45,13.67,28.09,5.443,3.849,12.4,Jib
10,44,13.63,27.72,5.336,3.838,11.7,Jib
10,43,13.57,27.37,5.22,3.818,10.9,Jib
10,42,13.51,27.01,5.1,3.79,10,Jib
10,41,13.45,26.65,4.979,3.758,9.1,Jib
10,40,13.38,26.27,4.858,3.722,8.2,Jib
10,39,13.31,25.88,4.733,3.678,7.3,Jib
10,38,13.22,25.51,4.595,3.621,6.4,Jib
10,37,13.12,25.14,4.438,3.544,5.8,Jib
10,36,12.98,24.81,4.249,3.438,5.4,Jib
10,35,12.81,24.52,4.033,3.304,4.9,Jib
10,34,12.62,24.27,3.787,3.139,4.5,Jib
10,33,12.38,24.11,3.493,2.929,4,Jib
10,166.9,4.98,155.03,4.552,-4.434,0.6,Jib OPTDN
10,180,4.78,180,4.545,-4.545,-0.1,Poled Jib
10,179,4.77,178.04,4.562,-4.561,-0.1,Poled Jib
10,178,4.75,176.07,4.581,-4.578,-0.1,Poled Jib
10,177,4.74,174.08,4.602,-4.595,-0.1,Poled Jib
10,176,4.73,172.09,4.623,-4.611,-0.1,Poled Jib
10,175,4.72,170.08,4.643,-4.625,-0.1,Poled Jib
10,174,4.72,168.07,4.662,-4.637,-0.1,Poled Jib
10,173,4.72,166.05,4.679,-4.644,-0.1,Poled Jib
10,172,4.72,164.05,4.693,-4.647,-0.1,Poled Jib
10,171,4.74,162.07,4.703,-4.645,-0.1,Poled Jib
10,170,4.76,160.11,4.709,-4.637,-0.1,Poled Jib
10,169,4.79,158.18,4.71,-4.623,-0.1,Poled Jib
10,168,4.82,156.29,4.708,-4.605,0,Poled Jib
10,167,4.86,154.42,4.705,-4.584,0,Poled Jib
10,166,4.9,152.57,4.702,-4.563,0,Poled Jib
10,165,4.94,150.73,4.702,-4.542,0,Poled Jib
10,164,4.98,148.89,4.705,-4.523,0,Poled Jib
10,163,5.01,147.05,4.712,-4.506,0,Poled Jib
10,162,5.05,145.22,4.72,-4.489,0.1,Poled Jib
10,161,5.09,143.41,4.728,-4.47,0.1,Poled Jib
10,160,5.14,141.66,4.731,-4.446,0.2,Poled Jib
10,159,5.2,139.96,4.729,-4.415,0.2,Poled Jib
10,158,5.26,138.33,4.722,-4.378,0.3,Poled Jib
10,157,5.32,136.76,4.71,-4.336,0.4,Poled Jib
10,156,5.39,135.24,4.695,-4.289,0.4,Poled Jib
10,155,5.46,133.77,4.677,-4.239,0.5,Poled Jib
10,154,5.53,132.34,4.658,-4.186,0.6,Poled Jib
10,153,5.6,130.93,4.638,-4.133,0.6,Poled Jib
10,152,5.68,129.54,4.621,-4.08,0.7,Poled Jib
10,151,5.75,128.15,4.606,-4.028,0.7,Poled Jib
10,150,5.82,126.75,4.594,-3.979,0.8,Poled Jib
10,149,5.89,125.36,4.586,-3.931,0.8,Poled Jib
10,148,5.96,123.95,4.582,-3.886,0.9,Poled Jib
10,147,6.02,122.53,4.582,-3.843,0.9,Poled Jib
10,146,6.09,121.09,4.587,-3.803,0.9,Poled Jib
10,145,6.16,119.64,4.596,-3.765,1,Poled Jib
10,144,6.22,118.18,4.609,-3.728,1,Poled Jib
10,143,6.28,116.7,4.625,-3.694,1,Poled Jib
10,142,6.35,115.22,4.645,-3.66,1,Poled Jib
10,141,6.41,113.74,4.667,-3.627,1,Poled Jib
10,140,6.48,112.26,4.691,-3.594,1.1,Poled Jib
10,139,6.55,110.79,4.715,-3.559,1.1,Poled Jib
10,138,6.61,109.35,4.74,-3.522,1.1,Poled Jib
10,137,6.68,107.92,4.764,-3.484,1.1,Poled Jib
10,136,6.76,106.51,4.789,-3.445,1.1,Poled Jib
10,135,6.83,105.13,4.812,-3.403,1.2,Poled Jib
10,171.9,4.73,163.77,4.695,-4.647,-0.1,OPTDN Poled Jib
10,45.4,13.69,28.26,5.488,3.85,12.6,OPTUP
10,180,4.94,180,4.621,-4.621,0.1,Sym Spin
10,165,5.01,150.42,4.879,-4.712,0.5,Sym Spin
10,150,5.57,120.79,5.434,-4.706,1.1,Sym Spin
10,135,6.81,96.41,6.004,-4.245,2,Sym Spin
10,120,8.44,78.98,6.391,-3.195,3.3,Sym Spin
10,110,9.57,69.8,6.564,-2.245,4.6,Sym Spin
10,90,11.61,54.2,6.661,0,14,Sym Spin
10,80,12.41,47.14,6.547,1.137,19,Sym Spin
10,75,12.74,44,6.443,1.668,20.2,Sym Spin
10,70,13.04,41.23,6.311,2.159,19.9,Sym Spin
10,60,13.45,36.76,5.884,2.942,15.3,Sym Spin
10,156.5,5.26,133.45,5.157,-4.729,0.8,OPTDN Sym Spin
10,180,4.95,180,4.614,-4.614,0.1,Poled Asym
10,165,5.01,150.4,4.879,-4.712,0.5,Poled Asym
10,150,5.56,120.67,5.444,-4.715,1.1,Poled Asym
10,135,6.8,96.18,6.028,-4.262,2,Poled Asym
10,120,8.44,78.68,6.433,-3.216,3.2,Poled Asym
10,110,9.58,69.48,6.618,-2.263,4.5,Poled Asym
10,90,11.64,53.85,6.719,0,14.7,Poled Asym
10,80,12.42,46.67,6.598,1.146,20.4,Poled Asym
10,75,12.77,43.79,6.499,1.682,20.3,Poled Asym
10,70,13.08,40.98,6.381,2.182,20.1,Poled Asym
10,60,13.55,35.8,6.053,3.026,18.6,Poled Asym
10,155.5,5.29,131.41,5.2,-4.731,0.9,OPTDN Poled Asym
10,180,4.99,180,4.313,-4.313,0.2,Jib
10,165,5.02,151.31,4.588,-4.431,0.6,Jib
10,150,5.64,124.37,4.877,-4.223,1.1,Jib
10,135,6.7,100.73,5.333,-3.771,1.5,Jib
10,120,8.17,80.68,5.973,-2.986,2.3,Jib
10,110,9.27,70.58,6.259,-2.141,3.1,Jib
10,90,11.38,54.54,6.572,0,6.9,Jib
10,80,12.25,47.54,6.564,1.14,12,Jib
10,75,12.63,44.21,6.521,1.688,14.1,Jib
10,70,12.95,41,6.45,2.206,15.9,Jib
10,60,13.47,35.18,6.226,3.113,17.2,Jib
10,52,13.72,31.15,5.935,3.654,15.3,Jib
10,166.9,4.98,155.03,4.552,-4.434,0.6,Jib OPTDN
10,180,4.78,180,4.545,-4.545,-0.1,Poled Jib
10,165,4.94,150.73,4.702,-4.542,0,Poled Jib
10,150,5.82,126.75,4.594,-3.979,0.8,Poled Jib
10,135,6.83,105.13,4.812,-3.403,1.2,Poled Jib
10,171.9,4.73,163.77,4.695,-4.647,-0.1,OPTDN Poled Jib
10,45.4,13.69,28.26,5.488,3.85,12.6,OPTUP
12,180,6.08,180,5.402,-5.402,0.1,Sym Spin
12,179,6.07,178.11,5.412,-5.411,0.2,Sym Spin
12,178,6.06,176.21,5.424,-5.42,0.2,Sym Spin
12,177,6.06,174.31,5.436,-5.429,0.3,Sym Spin
12,176,6.05,172.4,5.451,-5.437,0.3,Sym Spin
12,175,6.05,170.48,5.466,-5.445,0.4,Sym Spin
12,174,6.05,168.57,5.483,-5.453,0.4,Sym Spin
12,173,6.06,166.64,5.501,-5.46,0.4,Sym Spin
12,172,6.06,164.72,5.52,-5.466,0.5,Sym Spin
12,171,6.07,162.79,5.54,-5.472,0.5,Sym Spin
12,170,6.08,160.86,5.561,-5.476,0.5,Sym Spin
12,169,6.09,158.93,5.583,-5.48,0.6,Sym Spin
12,168,6.11,157,5.606,-5.483,0.6,Sym Spin
12,167,6.13,155.07,5.63,-5.486,0.7,Sym Spin
12,166,6.15,153.14,5.654,-5.486,0.7,Sym Spin
12,165,6.17,151.22,5.68,-5.486,0.7,Sym Spin
12,164,6.2,149.3,5.706,-5.485,0.8,Sym Spin
12,163,6.23,147.39,5.732,-5.482,0.8,Sym Spin
12,162,6.26,145.48,5.759,-5.477,0.9,Sym Spin
12,161,6.3,143.59,5.786,-5.471,0.9,Sym Spin
12,160,6.34,141.71,5.814,-5.463,1,Sym Spin
12,159,6.38,139.84,5.842,-5.454,1,Sym Spin
12,158,6.42,137.99,5.87,-5.442,1,Sym Spin
12,157,6.47,136.15,5.898,-5.429,1.1,Sym Spin
12,156,6.53,134.33,5.926,-5.413,1.1,Sym Spin
12,155,6.58,132.53,5.953,-5.396,1.2,Sym Spin
12,154,6.64,130.75,5.981,-5.376,1.2,Sym Spin
12,153,6.7,128.99,6.009,-5.354,1.3,Sym Spin
12,152,6.77,127.26,6.037,-5.33,1.3,Sym Spin
12,151,6.84,125.54,6.064,-5.304,1.4,Sym Spin
12,150,6.91,123.85,6.092,-5.275,1.4,Sym Spin
12,149,6.98,122.19,6.119,-5.245,1.5,Sym Spin
12,148,7.06,120.55,6.145,-5.211,1.6,Sym Spin
12,147,7.14,118.94,6.171,-5.176,1.6,Sym Spin
12,146,7.23,117.35,6.197,-5.138,1.7,Sym Spin
12,145,7.31,115.78,6.223,-5.098,1.8,Sym Spin
12,144,7.4,114.25,6.248,-5.055,1.8,Sym Spin
12,143,7.49,112.74,6.273,-5.01,1.9,Sym Spin
12,142,7.58,111.25,6.298,-4.963,2,Sym Spin
12,141,7.68,109.79,6.323,-4.914,2,Sym Spin
12,140,7.77,108.35,6.347,-4.862,2.1,Sym Spin
12,139,7.87,106.93,6.371,-4.809,2.2,Sym Spin
12,138,7.97,105.54,6.396,-4.753,2.2,Sym Spin
12,137,8.07,104.17,6.419,-4.695,2.3,Sym Spin
12,136,8.18,102.82,6.443,-4.635,2.4,Sym Spin
12,135,8.28,101.49,6.467,-4.572,2.5,Sym Spin
12,134,8.39,100.19,6.49,-4.508,2.6,Sym Spin
12,133,8.5,98.91,6.513,-4.442,2.7,Sym Spin
12,132,8.61,97.65,6.536,-4.373,2.7,Sym Spin
12,131,8.72,96.4,6.558,-4.302,2.8,Sym Spin
12,130,8.83,95.18,6.58,-4.23,2.9,Sym Spin
12,129,8.94,93.98,6.602,-4.155,3,Sym Spin
12,128,9.05,92.8,6.624,-4.078,3.1,Sym Spin
12,127,9.17,91.63,6.645,-3.999,3.2,Sym Spin
12,126,9.28,90.49,6.666,-3.918,3.4,Sym Spin
12,125,9.4,89.36,6.687,-3.835,3.5,Sym Spin
12,124,9.52,88.25,6.707,-3.75,3.6,Sym Spin
12,123,9.64,87.16,6.727,-3.664,3.7,Sym Spin
12,122,9.75,86.08,6.746,-3.575,3.9,Sym Spin
12,121,9.87,85.02,6.765,-3.484,4,Sym Spin
12,120,9.99,83.97,6.783,-3.391,4.2,Sym Spin
12,119,10.11,82.94,6.801,-3.297,4.3,Sym Spin
12,118,10.23,81.93,6.818,-3.201,4.5,Sym Spin
12,117,10.35,80.93,6.835,-3.103,4.7,Sym Spin
12,116,10.47,79.94,6.851,-3.003,4.9,Sym Spin
12,115,10.59,78.97,6.867,-2.902,5.1,Sym Spin
12,114,10.71,78,6.882,-2.799,5.4,Sym Spin
12,113,10.83,77.05,6.897,-2.695,5.8,Sym Spin
12,112,10.95,76.1,6.91,-2.588,6.5,Sym Spin
12,111,11.07,75.16,6.923,-2.481,7.2,Sym Spin
12,110,11.18,74.22,6.935,-2.372,7.9,Sym Spin
12,109,11.3,73.29,6.946,-2.261,8.6,Sym Spin
12,108,11.42,72.37,6.957,-2.15,9.3,Sym Spin
12,107,11.53,71.45,6.966,-2.037,10.1,Sym Spin
12,106,11.64,70.53,6.975,-1.922,10.8,Sym Spin
12,105,11.76,69.62,6.982,-1.807,11.6,Sym Spin
12,104,11.87,68.71,6.989,-1.691,12.4,Sym Spin
12,103,11.98,67.81,6.994,-1.573,13.2,Sym Spin
12,102,12.09,66.91,6.999,-1.455,14,Sym Spin
12,101,12.19,66,7.001,-1.336,14.9,Sym Spin
12,100,12.3,65.1,7.003,-1.216,15.7,Sym Spin
12,99,12.4,64.2,7.003,-1.095,16.5,Sym Spin
12,98,12.5,63.3,7.001,-0.974,17.4,Sym Spin
12,97,12.6,62.4,6.998,-0.853,18.3,Sym Spin
12,96,12.69,61.5,6.994,-0.731,19.1,Sym Spin
12,95,12.79,60.6,6.987,-0.609,20,Sym Spin
12,94,12.88,59.68,6.982,-0.487,20.9,Sym Spin
12,93,12.98,58.96,6.969,-0.365,21,Sym Spin
12,92,13.07,58.25,6.955,-0.243,21,Sym Spin
12,91,13.17,57.55,6.94,-0.121,21,Sym Spin
12,90,13.27,56.85,6.926,0,21,Sym Spin
12,89,13.36,56.16,6.911,0.121,21,Sym Spin
12,88,13.46,55.47,6.895,0.241,21,Sym Spin
12,87,13.55,54.78,6.88,0.36,21,Sym Spin
12,86,13.64,54.1,6.864,0.479,21,Sym Spin
12,85,13.73,53.43,6.847,0.597,21,Sym Spin
12,84,13.82,52.75,6.83,0.714,21,Sym Spin
12,83,13.91,52.08,6.813,0.83,21,Sym Spin
12,82,13.99,51.42,6.795,0.946,21,Sym Spin
12,81,14.08,50.76,6.777,1.06,21,Sym Spin
12,80,14.16,50.1,6.758,1.174,21,Sym Spin
12,79,14.24,49.45,6.739,1.286,21,Sym Spin
12,78,14.32,48.8,6.719,1.397,21,Sym Spin
12,77,14.4,48.16,6.698,1.507,21,Sym Spin
12,76,14.47,47.52,6.677,1.615,21,Sym Spin
12,75,14.55,46.88,6.654,1.722,20.9,Sym Spin
12,74,14.62,46.25,6.631,1.828,20.9,Sym Spin
12,73,14.69,45.62,6.608,1.932,20.9,Sym Spin
12,72,14.76,45,6.583,2.034,20.9,Sym Spin
12,71,14.82,44.38,6.557,2.135,20.9,Sym Spin
12,70,14.89,43.76,6.531,2.234,20.9,Sym Spin
12,69,14.95,43.15,6.503,2.331,20.8,Sym Spin
12,68,15.01,42.54,6.474,2.425,20.8,Sym Spin
12,67,15.07,41.94,6.444,2.518,20.8,Sym Spin
12,66,15.12,41.34,6.413,2.608,20.7,Sym Spin
12,65,15.18,40.75,6.38,2.696,20.7,Sym Spin
12,64,15.23,40.16,6.345,2.781,20.6,Sym Spin
12,63,15.27,39.59,6.308,2.864,20.5,Sym Spin
12,62,15.32,39.01,6.269,2.943,20.5,Sym Spin
12,61,15.36,38.45,6.227,3.019,20.4,Sym Spin
12,60,15.4,37.9,6.182,3.091,20.2,Sym Spin
12,165.7,6.15,152.62,5.661,-5.486,0.7,OPTDN Sym Spin
12,180,6.07,180,5.396,-5.396,0.1,Poled Asym
12,179,6.07,178.11,5.407,-5.406,0.2,Poled Asym
12,178,6.06,176.21,5.42,-5.416,0.2,Poled Asym
12,177,6.05,174.31,5.433,-5.426,0.3,Poled Asym
12,176,6.05,172.4,5.448,-5.435,0.3,Poled Asym
12,175,6.05,170.48,5.464,-5.444,0.3,Poled Asym
12,174,6.05,168.56,5.482,-5.452,0.4,Poled Asym
12,173,6.05,166.64,5.5,-5.459,0.4,Poled Asym
12,172,6.05,164.71,5.52,-5.466,0.5,Poled Asym
12,171,6.06,162.78,5.541,-5.472,0.5,Poled Asym
12,170,6.07,160.84,5.562,-5.478,0.5,Poled Asym
12,169,6.08,158.91,5.585,-5.482,0.6,Poled Asym
12,168,6.1,156.97,5.609,-5.486,0.6,Poled Asym
12,167,6.12,155.04,5.633,-5.488,0.7,Poled Asym
12,166,6.14,153.11,5.658,-5.49,0.7,Poled Asym
12,165,6.16,151.18,5.683,-5.49,0.7,Poled Asym
12,164,6.19,149.26,5.709,-5.488,0.8,Poled Asym
12,163,6.22,147.35,5.736,-5.485,0.8,Poled Asym
12,162,6.25,145.44,5.763,-5.481,0.9,Poled Asym
12,161,6.29,143.55,5.791,-5.475,0.9,Poled Asym
12,160,6.32,141.66,5.818,-5.467,1,Poled Asym
12,159,6.37,139.79,5.846,-5.458,1,Poled Asym
12,158,6.41,137.94,5.874,-5.446,1,Poled Asym
12,157,6.46,136.1,5.902,-5.433,1.1,Poled Asym
12,156,6.52,134.28,5.93,-5.417,1.1,Poled Asym
12,155,6.57,132.48,5.958,-5.4,1.2,Poled Asym
12,154,6.63,130.7,5.986,-5.38,1.2,Poled Asym
12,153,6.69,128.93,6.014,-5.359,1.3,Poled Asym
12,152,6.76,127.19,6.042,-5.335,1.3,Poled Asym
12,151,6.83,125.47,6.071,-5.309,1.4,Poled Asym
12,150,6.9,123.78,6.099,-5.281,1.4,Poled Asym
12,149,6.97,122.11,6.126,-5.251,1.5,Poled Asym
12,148,7.05,120.46,6.154,-5.219,1.6,Poled Asym
12,147,7.13,118.84,6.181,-5.184,1.6,Poled Asym
12,146,7.21,117.25,6.208,-5.146,1.7,Poled Asym
12,145,7.3,115.68,6.234,-5.107,1.7,Poled Asym
12,144,7.39,114.13,6.26,-5.065,1.8,Poled Asym
12,143,7.48,112.62,6.286,-5.02,1.9,Poled Asym
12,142,7.57,111.12,6.312,-4.974,1.9,Poled Asym
12,141,7.66,109.65,6.337,-4.925,2,Poled Asym
12,140,7.76,108.21,6.363,-4.874,2.1,Poled Asym
12,139,7.86,106.79,6.388,-4.821,2.1,Poled Asym
12,138,7.96,105.39,6.412,-4.765,2.2,Poled Asym
12,137,8.06,104.02,6.437,-4.708,2.3,Poled Asym
12,136,8.17,102.67,6.461,-4.648,2.4,Poled Asym
12,135,8.27,101.34,6.485,-4.586,2.4,Poled Asym
12,134,8.38,100.03,6.509,-4.522,2.5,Poled Asym
12,133,8.49,98.75,6.533,-4.455,2.6,Poled Asym
12,132,8.6,97.48,6.556,-4.387,2.7,Poled Asym
12,131,8.71,96.24,6.579,-4.316,2.8,Poled Asym
12,130,8.82,95.01,6.602,-4.244,2.8,Poled Asym
12,129,8.93,93.81,6.625,-4.169,2.9,Poled Asym
12,128,9.05,92.62,6.648,-4.093,3,Poled Asym
12,127,9.16,91.45,6.67,-4.014,3.1,Poled Asym
12,126,9.28,90.3,6.692,-3.933,3.2,Poled Asym
12,125,9.39,89.17,6.714,-3.851,3.3,Poled Asym
12,124,9.51,88.05,6.735,-3.766,3.4,Poled Asym
12,123,9.63,86.96,6.756,-3.68,3.5,Poled Asym
12,122,9.75,85.87,6.777,-3.591,3.7,Poled Asym
12,121,9.87,84.81,6.797,-3.501,3.8,Poled Asym
12,120,9.99,83.76,6.817,-3.408,3.9,Poled Asym
12,119,10.11,82.72,6.836,-3.314,4.1,Poled Asym
12,118,10.23,81.7,6.855,-3.218,4.2,Poled Asym
12,117,10.35,80.7,6.874,-3.121,4.4,Poled Asym
12,116,10.47,79.7,6.892,-3.021,4.6,Poled Asym
12,115,10.59,78.72,6.91,-2.92,4.8,Poled Asym
12,114,10.71,77.76,6.927,-2.817,5,Poled Asym
12,113,10.84,76.8,6.943,-2.713,5.3,Poled Asym
12,112,10.96,75.86,6.959,-2.607,5.6,Poled Asym
12,111,11.08,74.92,6.974,-2.499,6.1,Poled Asym
12,110,11.2,73.98,6.988,-2.39,6.8,Poled Asym
12,109,11.31,73.06,7.001,-2.279,7.5,Poled Asym
12,108,11.43,72.13,7.013,-2.167,8.3,Poled Asym
12,107,11.55,71.22,7.024,-2.054,9.1,Poled Asym
12,106,11.66,70.3,7.034,-1.939,9.9,Poled Asym
12,105,11.78,69.4,7.043,-1.823,10.7,Poled Asym
12,104,11.89,68.49,7.051,-1.706,11.5,Poled Asym
12,103,12,67.58,7.058,-1.588,12.4,Poled Asym
12,102,12.11,66.68,7.063,-1.468,13.3,Poled Asym
12,101,12.22,65.78,7.066,-1.348,14.2,Poled Asym
12,100,12.32,64.88,7.068,-1.227,15.1,Poled Asym
12,99,12.43,63.97,7.069,-1.106,16,Poled Asym
12,98,12.53,63.07,7.067,-0.984,17,Poled Asym
12,97,12.62,62.16,7.064,-0.861,17.9,Poled Asym
12,96,12.72,61.25,7.059,-0.738,18.9,Poled Asym
12,95,12.81,60.34,7.052,-0.615,19.9,Poled Asym
12,94,12.9,59.42,7.046,-0.491,20.9,Poled Asym
12,93,13,58.7,7.031,-0.368,21,Poled Asym
12,92,13.1,58,7.015,-0.245,21,Poled Asym
12,91,13.2,57.31,7,-0.122,21,Poled Asym
12,90,13.29,56.62,6.984,0,21,Poled Asym
12,89,13.39,55.93,6.967,0.122,21,Poled Asym
12,88,13.48,55.25,6.951,0.243,21,Poled Asym
12,87,13.57,54.58,6.934,0.363,21,Poled Asym
12,86,13.66,53.9,6.917,0.483,21,Poled Asym
12,85,13.75,53.23,6.899,0.601,21,Poled Asym
12,84,13.84,52.56,6.881,0.719,21,Poled Asym
12,83,13.93,51.9,6.863,0.836,21,Poled Asym
12,82,14.01,51.24,6.845,0.953,21,Poled Asym
12,81,14.1,50.58,6.826,1.068,21,Poled Asym
12,80,14.18,49.93,6.807,1.182,21,Poled Asym
12,79,14.26,49.28,6.787,1.295,21,Poled Asym
12,78,14.34,48.63,6.767,1.407,21,Poled Asym
12,77,14.42,47.99,6.747,1.518,21,Poled Asym
12,76,14.5,47.35,6.726,1.627,21,Poled Asym
12,75,14.57,46.71,6.704,1.735,21,Poled Asym
12,74,14.64,46.08,6.682,1.842,21,Poled Asym
12,73,14.72,45.45,6.659,1.947,21,Poled Asym
12,72,14.79,44.82,6.636,2.051,21,Poled Asym
12,71,14.85,44.2,6.612,2.153,20.9,Poled Asym
12,70,14.92,43.58,6.588,2.253,20.9,Poled Asym
12,69,14.98,42.96,6.562,2.352,20.9,Poled Asym
12,68,15.05,42.35,6.536,2.448,20.9,Poled Asym
12,67,15.11,41.74,6.509,2.543,20.9,Poled Asym
12,66,15.17,41.14,6.481,2.636,20.8,Poled Asym
12,65,15.22,40.53,6.452,2.727,20.8,Poled Asym
12,64,15.28,39.94,6.422,2.815,20.8,Poled Asym
12,63,15.33,39.34,6.39,2.901,20.7,Poled Asym
12,62,15.38,38.75,6.357,2.985,20.7,Poled Asym
12,61,15.42,38.17,6.323,3.065,20.6,Poled Asym
12,60,15.47,37.59,6.287,3.144,20.5,Poled Asym
12,165.5,6.15,152.17,5.67,-5.49,0.7,OPTDN Poled Asym
12,180,6.14,180,5.022,-5.022,0.2,Jib
12,179,6.13,178.18,5.04,-5.04,0.3,Jib
12,178,6.11,176.34,5.059,-5.056,0.3,Jib
12,177,6.1,174.5,5.078,-5.071,0.4,Jib
12,176,6.09,172.65,5.097,-5.085,0.4,Jib
12,175,6.09,170.8,5.117,-5.098,0.4,Jib
12,174,6.08,168.93,5.137,-5.109,0.5,Jib
12,173,6.08,167.07,5.158,-5.119,0.5,Jib
12,172,6.08,165.19,5.178,-5.128,0.6,Jib
12,171,6.09,163.32,5.198,-5.134,0.6,Jib
12,170,6.09,161.45,5.219,-5.14,0.7,Jib
12,169,6.11,159.58,5.24,-5.143,0.7,Jib
12,168,6.12,157.71,5.26,-5.145,0.7,Jib
12,167,6.14,155.84,5.281,-5.145,0.8,Jib
12,166,6.16,153.98,5.301,-5.143,0.8,Jib
12,165,6.18,152.13,5.321,-5.14,0.9,Jib
12,164,6.21,150.29,5.341,-5.135,0.9,Jib
12,163,6.24,148.45,5.362,-5.127,0.9,Jib
12,162,6.27,146.63,5.382,-5.118,1,Jib
12,161,6.31,144.82,5.402,-5.108,1,Jib
12,160,6.35,143.02,5.422,-5.095,1.1,Jib
12,159,6.39,141.24,5.442,-5.081,1.1,Jib
12,158,6.44,139.47,5.462,-5.064,1.1,Jib
12,157,6.48,137.71,5.482,-5.046,1.2,Jib
12,156,6.54,135.98,5.503,-5.027,1.2,Jib
12,155,6.59,134.26,5.523,-5.005,1.2,Jib
12,154,6.64,132.55,5.543,-4.982,1.3,Jib
12,153,6.7,130.87,5.564,-4.958,1.3,Jib
12,152,6.76,129.2,5.585,-4.932,1.3,Jib
12,151,6.83,127.54,5.607,-4.904,1.4,Jib
12,150,6.89,125.91,5.629,-4.875,1.4,Jib
